,url,location,bed,bath,area,price
27705,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-cluster-malibu-gading-serpong-oleh-cinthia-21573432,"Gading Serpong, Tangerang Selatan, Banten",2.0,2.0,55 m²,"1,05 M"
14360,https://www.rumah.com/listing-properti/dijual-cluster-prestigia-the-eminent-bsd-oleh-rizky-artha-21739995,"Cluster Prestigia The Eminent BSD, BSD, Tangerang Selatan, Banten",3.0,2.0,105 m²,"2,9 M"
24336,https://www.rumah.com/listing-properti/dijual-dijual-rumah-rapi-terawat-siap-huni-lokasi-bagus-dan-sangat-strategis-di-griya-loka-bsd-city-tangs-oleh-asep-andri-santoso-21637161,"GRIYA LOKA BSD CITY - TANGERANG SELATAN, Serpong, Tangerang Selatan, Banten",4.0,3.0,200 m²,"2,500000011 M"
15028,https://www.rumah.com/listing-properti/dijual-rumah-murah-vila-pamulang-oleh-wita-waryuni-19585779,"Pamulang, Tangerang Selatan, Banten",3.0,1.0,60 m²,465 jt
3900,https://www.rumah.com/listing-properti/dijual-jual-murah-rumah-minimslis-cluster-green-orchid-serpong-ciater-tangerang-selatan-oleh-sandy-21811009,"Buaran, Rawa Buntu, Ciater, Tangerang Selatan, Serpong, Tangerang Selatan, Banten",3.0,3.0,115 m²,"1,75 M"
25880,https://www.rumah.com/listing-properti/dijual-rumah-brandnew-dengan-kolam-renang-dibangun-dari-kavling-oleh-darmadi-21161698,"Bintaro, Tangerang Selatan, Banten",4.0,4.0,350 m²,"5,8 M"
326,https://www.rumah.com/listing-properti/dijual-best-quality-rumah-mewah-siap-huni-di-kebayoran-bintaro-gb9789iq-oleh-shanty-21824936,"Kebayoran Bintaro Sektor 7, Bintaro, Tangerang Selatan, Banten",4.0,3.0,250 m²,"6,5 M"
6038,https://www.rumah.com/listing-properti/dijual-rumah-di-jual-gading-serpong-oleh-rosiana-19746635,"Gading Serpong, Tangerang Selatan, Banten",2.0,2.0,100 m²,2 M
5566,https://www.rumah.com/listing-properti/dijual-rumah-dijual-cantik-dan-mewah-dengan-harga-murah-pondok-aren-tangerang-selatan-banten-oleh-eko-karsono-19796154,"Parung Serab, Pondok Aren, Tangerang Selatan, Banten",4.0,3.0,250 m²,2 M
23813,https://www.rumah.com/listing-properti/dijual-rumah-murah-alam-sutera-dalam-cluster-elite-oleh-ryan-19538430,"Gardenia Utma, Alam Sutera, Tangerang Selatan, Banten",4.0,3.0,180 m²,"3,7 M"
11599,https://www.rumah.com/listing-properti/dijual-giantara-serpong-city-rumah-millenial-2-lantai-dekat-stasiun-cicayur-oleh-indarlingtien-21761126,"Cisauk, kec cisauk tangsel, Serpong, Tangerang Selatan, Banten",3.0,3.0,89 m²,"1,259017 M"
15030,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-bagus-icon-cosmo-bsd-oleh-wita-waryuni-21062499,"BSD, Tangerang Selatan, Banten",3.0,2.0,138 m²,"2,5 M"
18809,https://www.rumah.com/listing-properti/dijual-rumah-terawat-posisi-hook-siap-huni-di-sektor-9-sc-4228-ry-oleh-roni-21695449,"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",4.0,4.0,177 m²,"5,9 M"
15695,https://www.rumah.com/listing-properti/dijual-rumah-seken-terawat-siap-huni-harga-all-in-di-serpong-bisa-kpr-oleh-astried-21726376,"Alam Serpong, Serpong, Tangerang Selatan, Banten",2.0,1.0,107 m²,"1,2 M"
23757,https://www.rumah.com/listing-properti/dijual-dijual-rumah-asri-siap-huni-di-bintaro-jaya-sektor-2-oleh-toyo-20884502,"bintaro jaya sektor 2, Bintaro, Tangerang Selatan, Banten",3.0,2.0,110 m²,"1,55 M"
5901,https://www.rumah.com/listing-properti/dijual-cluster-samara-village-oleh-richard-allan-19923578,"Jl. Jenderal Gatot Subroto, Medang, Serpong, Tangerang Selatan, Banten",3.0,2.0,79 m²,"1,7885 M"
27831,https://www.rumah.com/listing-properti/dijual-temagami-residence-bintar-oleh-kevin-sasky-21561186,"Jl H. Sarmah Parigi, Bintaro, Tangerang Selatan, Banten",3.0,2.0,111 m²,"1,6 M"
13329,https://www.rumah.com/listing-properti/dijual-cirendeu-lakeside-oleh-kiki-zuliasari-21748062,"Jl Gunung Indah Raya, Pisangan, Ciputat, Ciputat Timur, Tangerang Selatan, Banten",3.0,3.0,118 m²,2 M
28247,https://www.rumah.com/listing-properti/dijual-dijual-rumah-samara-village-gading-serpong-oleh-susi-21592230,"Gading Serpong, Tangerang Selatan, Banten",2.0,1.0,65 m²,"1,5 M"
9728,https://www.rumah.com/listing-properti/dijual-dijual-rumah-cantik-di-alam-sutera-oleh-tiur-21481761,"Alam Sutera, Tangerang Selatan, Banten",3.0,3.0,90 m²,"1,6 M"
13704,https://www.rumah.com/listing-properti/dijual-fresco-virginia-rumah-800jt-di-gading-serpong-cuan-murah-segera-nup-oleh-gaspro-21745652,"Virginia Village, BSD, Tangerang Selatan, Banten",2.0,1.0,41 m²,"800,0002 jt"
26455,https://www.rumah.com/listing-properti/dijual-rumah-baru-siap-huni-semi-furnished-banyak-bonusnya-dekat-kantor-walikota-tangsel-oleh-suharto-gunadis-17985185,"Jatimulya Pamulang, Pamulang, Tangerang Selatan, Banten",3.0,2.0,102 m²,"1,475 M"
16138,https://www.rumah.com/listing-properti/dijual-rumah-bagus-di-kebayoran-residence-bintaro-jaya-oleh-endang-kumalasari-21713362,"Bintaro, Tangerang Selatan, Banten",7.0,4.0,300 m²,"5,975 M"
24091,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-baru-siap-huni-perumahan-ratu-residence-jombang-ciputat-kota-tangsel-oleh-titin-zae-20681823,"Ciputat, Tangerang Selatan, Banten",3.0,3.0,70 m²,800 jt
10201,https://www.rumah.com/listing-properti/dijual-serpong-jaya-tangsel-oleh-nurul-hidayati-21257971,"Setu, Tangerang Selatan, Banten",2.0,2.0,60 m²,"1,25 M"
8736,https://www.rumah.com/listing-properti/dijual-kebayoran-bintaro-oleh-ika-indayanti-21789056,"Bintaro, Tangerang Selatan, Banten",4.0,4.0,400 m²,12 M
16185,https://www.rumah.com/listing-properti/dijual-rudy-cen-lavon-2-montana-ciputat-2-lantai-lokasi-strategis-siap-huni-rrc061-oleh-rudy-cen-21722099,"Ciputat, Tangerang Selatan, Banten, Ciputat, Tangerang Selatan, Banten",4.0,3.0,105 m²,"1,365 M"
13590,https://www.rumah.com/listing-properti/dijual-rumah-dijual-bagus-di-bintaro-sektor-4-dekat-sekolah-islam-al-azhar-oleh-rina-yulianita-20584171,"Bintaro, Tangerang Selatan, Banten",2.0,1.0,70 m²,"1,3 M"
14271,https://www.rumah.com/listing-properti/dijual-hunian-terawat-dan-rapih-di-sektor-9-bintaro-sc-8103-ry-oleh-roni-21738929,"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",4.0,3.0,180 m²,"3,5 M"
16426,https://www.rumah.com/listing-properti/dijual-de-park-bsd-city-oleh-ressy-yudo-praharyo-19727583,"BSD, Tangerang Selatan, Banten",9.0,8.0,450 m²,"7,5 M"
25664,https://www.rumah.com/listing-properti/dijual-the-blizfield-precius-blissful-living-bsd-oleh-alrian-elyon-19292335,"Jalan Lengkon  kulon Bsd, BSD, Tangerang Selatan, Banten",4.0,5.0,146 m²,"3,8 M"
5771,https://www.rumah.com/listing-properti/dijual-graha-raya-freia-rumah-baru-dp-0-dekat-bintaro-oleh-ferdi-20937381,"Jl. Boulevard Graha Raya Bintaro, Serpong, Tangerang Selatan, Banten",2.0,1.0,29 m²,900 jt
2328,https://www.rumah.com/listing-properti/dijual-dijual-rumah-baru-on-progress-modern-tropical-puri-bintaro-jaya-sektor-9-oleh-qadrina-21308009,"Puri Bintaro, Bintaro, Tangerang Selatan, Banten",5.0,4.0,206 m²,"4,25 M"
9160,https://www.rumah.com/listing-properti/dijual-rumah-murah-siap-huni-pamulang-oleh-surya-yadi-16422998,"Jl. Betet I, Lingkar Timur RT 01/01, Pamulang, Pamulang, Tangerang Selatan, Banten",2.0,1.0,43 m²,380 jt
22410,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-di-the-green-bsd-oleh-meta-anggraeni-21477201,"BSD, Tangerang Selatan, Banten",8.0,6.0,280 m²,"6,5 M"
22232,https://www.rumah.com/listing-properti/dijual-rumah-allegriya-park-nusaloka-bsd-oleh-yoehanes-kurniawan-21661870,"BSD, Tangerang Selatan, Banten",3.0,2.0,91 m²,"1,85 M"
3286,https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-discovery-bintaro-siap-huni-harga-termurah-oleh-tiur-21748189,"Bintaro, Tangerang Selatan, Banten",5.0,4.0,200 m²,"3,55 M"
2381,https://www.rumah.com/listing-properti/dijual-pasadena-grand-residences-oleh-ari-kurniawan-sepriansyah-19879763,"Gading serpong, Gading Serpong, Tangerang Selatan, Banten",6.0,4.0,316 m²,"7,5564 M"
1388,https://www.rumah.com/listing-properti/dijual-jual-rumah-di-bintaro-jaya-emerald-rp-3-3-m-nego-oleh-roswina-eka-putri-21119382,"Emerald Bintaro, Bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",5.0,4.0,200 m²,"3,3 M"
2717,https://www.rumah.com/listing-properti/dijual-bintaro-jaya-sektor-9-taman-puri-bintaro-oleh-dirawati-harefa-21816503,"Jl Bintaro Jaya Sektor 9 -Taman Puri Bintaro, Bintaro, Tangerang Selatan, Banten",4.0,4.0,180 m²,"2,95 M"
28175,https://www.rumah.com/listing-properti/dijual-caribbean-at-flamingo-the-springs-summarecon-oleh-ari-kurniawan-sepriansyah-21593303,"Gading serpong, Gading Serpong, Tangerang Selatan, Banten",4.0,3.0,165 m²,"3,67 M"
28431,https://www.rumah.com/listing-properti/dijual-cluster-flamboyan-alam-sutera-oleh-lani-21590176,"Flamboyan, Alam Sutera, Tangerang Selatan, Banten",4.0,2.0,70 m²,"1,5 M"
21608,https://www.rumah.com/listing-properti/dijual-rumah-di-sektor-9-bintaro-siap-huni-dalam-cluster-sc-8268-rd-oleh-roni-21663070,"Bintaro Jaya Sektor 9, Bintaro, Tangerang Selatan, Banten",4.0,3.0,150 m²,"3,3 M"
2626,https://www.rumah.com/listing-properti/dijual-bsd-the-icon-verdan-view-oleh-marlon-21816819,"The Icon, BSD, Tangerang Selatan, Banten",4.0,3.0,328 m²,"5,3 M"
9500,https://www.rumah.com/listing-properti/dijual-rumah-renov-cluster-rossini-summarecon-serpong-oleh-susi-21141574,"Gading Serpong, Tangerang Selatan, Banten",4.0,3.0,89 m²,"2,65 M"
24275,https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-siap-huni-di-sektor-9-gb-5858-ry-oleh-shanty-suntea-21638066,"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",5.0,3.0,140 m²,"2,75 M"
28614,https://www.rumah.com/listing-properti/dijual-dijual-rumah-bagus-di-sektor-9-bintaro-jaya-oleh-sofiana-dewi-21441006,"Bintaro, Tangerang Selatan, Banten",3.0,1.0,100 m²,"2,4 M"
23577,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-mewah-di-bsd-oleh-wita-waryuni-19706540,"BSD, Tangerang Selatan, Banten",7.0,7.0,400 m²,"7,89 M"
8816,https://www.rumah.com/listing-properti/dijual-cempaka-putih-jalan-pepaya-oleh-olive-dirk-21788643,"Ciputat Timur, Tangerang Selatan, Banten",4.0,3.0,130 m²,"1,85 M"
28391,https://www.rumah.com/listing-properti/dijual-rumah-dijual-mewah-dan-murah-lokasi-di-pd-jagung-serpong-oleh-anit-20516555,"BSD, Tangerang Selatan, Banten",4.0,4.0,296 m²,"4,8 M"
17323,https://www.rumah.com/listing-properti/dijual-safia-garden-oleh-eko-jarot-warsito-20737270,"Setu, Tangerang Selatan, Banten",2.0,1.0,36 m²,397 jt
6809,https://www.rumah.com/listing-properti/dijual-graha-pura-sentosa-oleh-hambali-17492321,". Jl. Parung ciseeng, Serpong, Tangerang Selatan, Banten",2.0,1.0,36 m²,186 jt
23985,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-di-cluster-graha-raya-bintaro-jaya-tangerang-oleh-titin-zae-20974560,"Bintaro, Tangerang Selatan, Banten",2.0,2.0,58 m²,"1,5 M"
15521,https://www.rumah.com/listing-properti/dijual-pamulang-estate-oleh-lusi-ariati-21125734,"Jl Raya Pinang, Pamulang, Tangerang Selatan, Banten",4.0,3.0,154 m²,1 M
1316,https://www.rumah.com/listing-properti/dijual-bsd-city-kencana-loka-oleh-i-komang-anom-saputra-20748151,"Jalan Kereta Kencana 3 Blok A No. 33, BSD, Tangerang Selatan, Banten",5.0,3.0,575 m²,"4,5 M"
1481,https://www.rumah.com/listing-properti/dijual-rumah-mewah-sudah-system-smarthome-banyak-bonus-dan-gratisnya-lokasi-strategis-dekat-dengan-fasilit-oleh-ahmad-yusuf-lubis-21821554,"jln Inpres Pamulang belakang Villa Dago, Pamulang, Tangerang Selatan, Banten",3.0,2.0,65 m²,"1,09 M"
3879,https://www.rumah.com/listing-properti/dijual-dijual-rumah-siap-huni-lokasi-bsd-5-menit-dari-tol-harga-nego-oleh-adhitya-narendra-dwipa-21811125,"BSD, Tangerang Selatan, Banten",3.0,3.0,170 m²,"2,4 M"
3765,https://www.rumah.com/listing-properti/dijual-rumah-modern-area-elit-discovery-aluvia-bintaro-9049-lr-08111119245-oleh-lucy-rachmala-21811695,"bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",3.0,2.0,120 m²,"2,7 M"
13740,https://www.rumah.com/listing-properti/dijual-dijual-murah-rumah-di-ciputat-timur-tangerang-selatan-1325-hs-oleh-hasan-hadi-20889617,"Ciputat, Tangerang Selatan, Banten",2.0,1.0,66 m²,750 jt
6174,https://www.rumah.com/listing-properti/dijual-bintaro-jaya-sektor-7-kebayoran-residence-oleh-amdoni-19788023,"Kebayoran Residence, Bintaro, Tangerang Selatan, Banten",5.0,4.0,300 m²,5 M
4181,https://www.rumah.com/listing-properti/dijual-pamulang-oleh-ahmad-saparuddin-21261797,"Jalan kebon kopi, Pamulang, Tangerang Selatan, Banten",3.0,3.0,66 m²,625 jt
11234,https://www.rumah.com/listing-properti/dijual-alam-sutera-cluster-sutera-palma-oleh-ribka-21700637,"Alam Sutera, Tangerang Selatan, Banten",4.0,5.0,650 m²,"12,5 M"
19292,https://www.rumah.com/listing-properti/dijual-fresco-virginia-rumah-di-gading-serpong-hanya-800jt-aja-dekat-mall-oleh-rony-ming-21691331,"Virginia Village, Serpong, Tangerang Selatan, Banten",2.0,1.0,41 m²,800 jt
22521,https://www.rumah.com/listing-properti/dijual-rumah-parigi-baru-pondok-aren-oleh-andimas-kurnianda-21659706,"Pondok Aren, Tangerang Selatan, Banten",8.0,4.0,350 m²,"9,5 M"
5463,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-di-greenwich-park-oleh-sally-21807259,"BSD, Tangerang Selatan, Banten",3.0,3.0,120 m²,"2,25 M"
20512,https://www.rumah.com/listing-properti/dijual-rumah-murah-semi-furnished-di-sektor-9-mertilang-bintaro-10081-gb-oleh-fanta-r-tan-21679312,"Sektor 9 Mertilang Bintaro, Bintaro, Tangerang Selatan, Banten",3.0,3.0,180 m²,"2,65 M"
14534,https://www.rumah.com/listing-properti/dijual-rumah-dijual-dekat-taman-oleh-sofiana-dewi-20022192,"Bintaro, Tangerang Selatan, Banten",5.0,4.0,128 m²,"1,75 M"
19307,https://www.rumah.com/listing-properti/dijual-britania-hills-lite-oleh-anisa-fitriyanti-20840069,"Jl.cendana ,pondok miri, rawakalong, Ciputat, Tangerang Selatan, Banten",2.0,1.0,36 m²,499 jt
3129,https://www.rumah.com/listing-properti/dijual-sawah-lama-ciputat-oleh-mardiah-21814054,"Jl. AMD  V, Ciputat, Tangerang Selatan, Banten",2.0,1.0,37 m²,760 jt
27680,https://www.rumah.com/listing-properti/dijual-cluster-nara-village-gading-serpong-oleh-adrian-ong-21581328,"Serpong Utara, Tangerang Selatan, Banten",4.0,2.0,119 m²,"3,2 M"
9835,https://www.rumah.com/listing-properti/dijual-dijual-rumah-terawat-cantik-di-senayan-bintaro-jaya-sektor-9-oleh-amelia-putri-21775583,"Bintaro, Tangerang Selatan, Banten",5.0,4.0,200 m²,"5,5 M"
20097,https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-cireundeu-halaman-luas-siap-huni-dekat-mrt-lebak-bulus-oleh-harmin-nasution-19106488,"Cireundeu Raya, Ciputat Timur, Tangerang Selatan, Banten",7.0,7.0,880 m²,"28,1765 M"
21180,https://www.rumah.com/listing-properti/dijual-di-jual-rugi-rumah-cluster-milano-gading-serpong-oleh-stephen-lim-21672853,"Gading Serpong, Tangerang Selatan, Banten",2.0,2.0,62 m²,"1,075 M"
27370,https://www.rumah.com/listing-properti/dijual-bintaro-sektor-9-oleh-siti-komariah-19823026,"Bintaro, Tangerang Selatan, Banten",4.0,3.0,100 m²,"2,4 M"
2637,https://www.rumah.com/listing-properti/dijual-ciputat-oleh-irwan-21384010,"Ciputat, Tangerang Selatan, Banten",4.0,5.0,225 m²,"1,8 M"
9189,https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-alam-sutera-tangerang-selatan-cluster-harmoni-oleh-gunawan-21537882,"Alam Sutera, Alam Sutera, Tangerang Selatan, Banten",5.0,5.0,170 m²,300
11830,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-minimalis-graha-bintaro-oleh-cicilia-21758875,"Bintaro, Bintaro, Tangerang Selatan, Banten",2.0,2.0,92 m²,"1,3 M"
27512,https://www.rumah.com/listing-properti/dijual-rumah-mewah12x20-matera-residences-free-smart-home-dan-ac-gading-serpong-oleh-stephen-lim-21602663,"Gading Serpong, Tangerang Selatan, Banten",4.0,3.0,342 m²,"10,1 M"
1218,https://www.rumah.com/listing-properti/dijual-cluster-siap-huni-dp-suka-suka-oleh-surya-yadi-16903462,"Jl. Ciater Wareng Rawakalong, Serpong, Serpong, Tangerang Selatan, Banten",2.0,1.0,36 m²,390 jt
19177,https://www.rumah.com/listing-properti/dijual-usaha-kost2an-dekat-kampus-iti-taman-tekno-bsd-city-oleh-sonya-21692496,"Jalan Puspitek, Setu Serpong Tangerang Selatan, Setu, Tangerang Selatan, Banten",10.0,10.0,400 m²,"6,5 M"
7249,https://www.rumah.com/listing-properti/dijual-vinaya-terrace-bintaro-oleh-darmadi-21791669,"Jombang Raya, Pondok Aren, Tangerang Selatan, Banten",3.0,3.0,130 m²,"1,875 M"
28354,https://www.rumah.com/listing-properti/dijual-bsd-the-green-serpong-oleh-heny-erawati-19892496,"Bsd The Green Serpong, BSD, Tangerang Selatan, Banten",4.0,4.0,140 m²,"2,9 M"
15838,https://www.rumah.com/listing-properti/dijual-harmoni-residence-serpong-oleh-endhi-widyo-utomo-21303999,"Serpong Utara, Tangerang Selatan, Banten",3.0,2.0,70 m²,"1,2 M"
13849,https://www.rumah.com/listing-properti/dijual-delatinos-bsd-tangsel-oleh-noryke-irma-21560274,"Delatinos,BSD, BSD, Tangerang Selatan, Banten",4.0,4.0,250 m²,"3,5 M"
6304,https://www.rumah.com/listing-properti/dijual-camar-bintaro-sektor-3-oleh-nur-laila-20248568,"Bintaro, Tangerang Selatan, Banten",4.0,2.0,150 m²,"3,5 M"
28257,https://www.rumah.com/listing-properti/dijual-graha-raya-bintaro-oleh-muhammad-nur-21393520,"Pondok Aren, Tangerang Selatan, Banten",2.0,1.0,45 m²,625 jt
24304,https://www.rumah.com/listing-properti/dijual-dijual-rumah-dekat-club-house-kebayoran-bintaro-9437-rd-oleh-roni-21637133,"Bintaro Jaya Sektor 7, Bintaro, Tangerang Selatan, Banten",4.0,3.0,244 m²,"4,99 M"
24070,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-di-kutilang-bintaro-jaya-sek-2-oleh-titin-zae-20588716,"Bintaro, Tangerang Selatan, Banten",4.0,2.0,180 m²,"3,4 M"
9969,https://www.rumah.com/listing-properti/dijual-dijual-rumah-cluster-cantik-hoek-siap-huni-di-pondok-aren-tangerang-selatan-oleh-melda-dahmin-21773915,"Pondok Aren, Tangerang Selatan, Banten",4.0,4.0,125 m²,"2,2 M"
17163,https://www.rumah.com/listing-properti/dijual-promo-rumah-baru-siap-huni-beverly-like-parung-panjang-oleh-eky-21166373,"Jl. Raya Dago, Cikuda, Kec. Parung Panjang, BSD, Tangerang Selatan, Banten",2.0,1.0,30 m²,465 jt
19196,https://www.rumah.com/listing-properti/dijual-rumah-nyaman-di-bintaro-bebas-banjir-oleh-nia-karunia-21644746,"Area Sawah Lama Ciputat Tangerang Selatan, Bintaro, Tangerang Selatan, Banten",2.0,2.0,85 m²,"1,33245 M"
3109,https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-pondok-hijau-golf-gading-serpong-oleh-verra-19403581,"Gading Serpong, Tangerang Selatan, Banten",4.0,2.0,107 m²,"2,39 M"
27369,https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-posisi-hook-di-emerald-bintaro-sektor-9-hn-inh-vv-oleh-siti-komariah-20156447,"Pondok Aren, Tangerang Selatan, Banten",6.0,6.0,250 m²,5 M
13603,https://www.rumah.com/listing-properti/dijual-jual-rumah-seken-terawat-luas-siap-huni-strategis-di-alam-sutera-bisa-kpr-oleh-sarah-maghfiratan-warahmah-21746350,"Alam Sutera Cluster Sutera Delima, Serpong Utara, Tangerang Selatan, Banten",3.0,1.0,90 m²,"4,2 M"
14850,https://www.rumah.com/listing-properti/dijual-collinare-foresta-bsd-oleh-deven-baldwin-21735223,"BSD, Tangerang Selatan, Banten",4.0,3.0,85 m²,"2,1 M"
27746,https://www.rumah.com/listing-properti/dijual-dijual-murah-rumah-di-taman-tirta-golf-bsd-tangerang-selatan-oleh-nana-21600005,"BSD, Tangerang Selatan, Banten",5.0,4.0,508 m²,5 M
7041,https://www.rumah.com/listing-properti/dijual-bintaro-jaya-sektor-9-tangerang-selatan-oleh-lisa-tuting-21793039,"Bintaro, Tangerang Selatan, Banten",4.0,4.0,190 m²,"3,9 M"
26289,https://www.rumah.com/listing-properti/dijual-dijual-rumah-emerald-residence-bintaro-jaya-tangerang-selatan-oleh-ayi-21516749,"Bintaro, Tangerang Selatan, Banten",4.0,3.0,350 m²,"4,8 M"
28839,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-bintaro-sektor-9-oleh-nova-ruviyanti-19999153,"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",4.0,3.0,149 m²,"2,85 M"
8494,https://www.rumah.com/listing-properti/dijual-rumah-asri-dan-bagus-di-bintaro-discovery-sektor-9-oleh-diana-yanti-20269543,"Bintaro, Tangerang Selatan, Banten",4.0,3.0,185 m²,"4,65 M"
18946,https://www.rumah.com/listing-properti/dijual-azura-vanya-park-bsd-oleh-imanuel-20729200,"Azura, BSD, Tangerang Selatan, Banten",3.0,2.0,80 m²,"1,8 M"
24129,https://www.rumah.com/listing-properti/dijual-rumah-di-cluster-kebayoran-residence-bintaro-jaya-sektor-7-5902-ek-oleh-dartiani-agustina-r-se-20891063,"Pondok Aren, Tangerang Selatan, Banten",5.0,4.0,220 m²,"4,8 M"
5461,https://www.rumah.com/listing-properti/dijual-bintaro-oleh-mitha-21792649,"Bintaro, Tangerang Selatan, Banten",3.0,2.0,69 m²,"1,8 M"
11335,https://www.rumah.com/listing-properti/dijual-rabbani-premiere-residence-oleh-andi-firmansyah-21456372,"Jl. Tidore, Jombang,, Pondok Aren, Tangerang Selatan, Banten",3.0,2.0,60 m²,898 jt
13140,https://www.rumah.com/listing-properti/dijual-dijual-rumah-murah-di-pondok-benda-pamulang-bebas-banjir-oleh-haryo-regowo-21689943,"Jalan Srikandi , Pamulang, Kota Tangerang Selatan, Pamulang, Tangerang Selatan, Banten",2.0,1.0,67 m²,550 jt
25659,https://www.rumah.com/listing-properti/dijual-rumah-di-taman-puri-bintaro-oleh-teguh-eri-wibowo-21000500,"Bintaro, Tangerang Selatan, Banten",5.0,4.0,475 m²,"7,2 M"
28613,https://www.rumah.com/listing-properti/dijual-hunian-strategis-harga-menarik-di-bintaro-jaya-sektor-2-oleh-sofiana-dewi-21441019,"Bintaro, Tangerang Selatan, Banten",3.0,2.0,200 m²,"2,5 M"
22601,https://www.rumah.com/listing-properti/dijual-gading-serpong-cluster-maxwell-oleh-apriyanti-21658751,"Gading serpong, Gading Serpong, Tangerang Selatan, Banten",4.0,3.0,193 m²,4.700 M
20800,https://www.rumah.com/listing-properti/dijual-madu-arjuna-serpong-oleh-nani-roestini-20707753,"Pamulang, Tangerang Selatan, Banten",3.0,2.0,80 m²,875 jt
21772,https://www.rumah.com/listing-properti/dijual-rumah-cluster-chrysocolla-oleh-yoehanes-kurniawan-21218831,"Phg, Gading Serpong, Tangerang Selatan, Banten",3.0,2.0,120 m²,"2,6 M"
25638,https://www.rumah.com/listing-properti/dijual-dijual-rumah-minimalis-modern-siap-huni-di-cluster-bintaro-jaya-sektor-9-tangerang-selatan-oleh-melda-dahmin-21635275,"Bintaro, Tangerang Selatan, Banten",4.0,4.0,200 m²,"4,5 M"
18710,https://www.rumah.com/listing-properti/dijual-rumah-dijual-cepat-nyaman-siap-huni-di-delatinos-bsd-city-oleh-sonya-21635719,"Delatinos BSD City, BSD, Tangerang Selatan, Banten",4.0,4.0,264 m²,"3,8 M"
27733,https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-murah-di-bintaro-jaya-sektor-6-tangerang-selatan-oleh-sardan-20147929,"bintaro jaya sektor 6 tangerang selatan, Bintaro, Tangerang Selatan, Banten",6.0,4.0,600 m²,"5,9 M"
